ingredient,count,perc,count_inspire,perc_inspire,concept_id,concept_id_mover,count_mover,perc_mover
tramadol,13327.0,16.41222518877392,11387.0,11.398398398398399,1103314.0,,,
povidone,13093.0,33.5547251435655,179.0,0.1791791791791792,950056.0,950056,12914.0,33.37554596438632
iodine,12981.0,33.54870389993022,,,,1780601,12904.0,33.349701496394694
vancomycin,12962.0,26.519770332449628,4408.0,4.412412412412412,1707687.0,1707687,2503.0,6.468870338304086
heparin sodium,12646.0,32.68291422221074,,,,35884360,12280.0,31.737006693717213
ceftriaxone,12537.0,22.119895953638494,6493.0,6.499499499499499,1777806.0,1777806,8.0,0.0206755743933011
succinylcholine,12419.0,32.069326220232064,17.0,0.01701701701701702,836208.0,836208,107.0,0.2765358075104024
furosemide,12247.0,20.44567403575493,7077.0,7.084084084084084,956874.0,956874,4807.0,12.423435763574808
acetylcysteine,11914.0,13.613879146766232,10848.0,10.85885885885886,1139042.0,1139042,1066.0,2.755020287907373
erdosteine,11582.0,11.593593593593592,11582.0,11.593593593593592,19058933.0,,,
enoxaparin sodium,11086.0,28.65117721551702,,,,1301025,11086.0,28.65117721551702
atorvastatin,10625.0,20.424497559870883,4443.0,4.4474474474474475,1545958.0,,,
glucagon,10465.0,27.04148541584253,3.0,0.003003003003003003,1560278.0,1560278,1.0,0.0025844467991626
lactulose,10412.0,12.84667793940789,8881.0,8.88988988988989,987245.0,987245,1530.0,3.954203602718838
ranitidine,10406.0,10.41958330801274,10404.0,10.414414414414415,961047.0,,,
hydrocodone,10059.0,25.996950352776988,,,,1174888,10059.0,25.996950352776988
mosapride,9973.0,9.982982982982982,9973.0,9.982982982982982,19011339.0,,,
iohexol,9744.0,25.18284961104076,,,,19080985,9744.0,25.18284961104076
morphine,9646.0,23.39679829210235,968.0,0.968968968968969,1110410.0,1110410,404.0,1.0441165068617062
tamsulosin,9503.0,14.798054586776061,6165.0,6.171171171171172,924566.0,,,
nicardipine,9478.0,13.294091186268066,7074.0,7.081081081081081,1318137.0,1318137,2075.0,5.362727108262477
ropivacaine,8952.0,18.265288470958748,3076.0,3.0790790790790794,1136487.0,,,
metronidazole,8773.0,15.90253753611467,4276.0,4.28028028028028,1707164.0,1707164,960.0,2.4810689271961337
ascorbic acid,8712.0,9.526694631984993,8203.0,8.21121121121121,19011773.0,19011773,502.0,1.2973922931796449
insulin lispro,8650.0,22.00710673716127,220.0,0.22022022022022023,1550023.0,1550023,8430.0,21.78688651694105
ibuprofen,8400.0,12.732798883187844,5669.0,5.674674674674675,1177480.0,1177480,2731.0,7.058124208513168
proparacaine,8394.0,8.489491921301294,8339.0,8.347347347347348,929504.0,,,
methocarbamol,8127.0,21.00379913679477,,,,704943,7436.0,19.217946398573385
ipratropium,7835.0,13.983445648113674,3957.0,3.960960960960961,1112921.0,1112921,3755.0,9.70459773085571
tranexamic acid,7798.0,13.742144103113787,4049.0,4.053053053053053,1303425.0,1303425,597.0,1.5429147391000957
gentamicin,7672.0,11.51795229442349,5248.0,5.253253253253253,45892419.0,45892419,1268.0,3.277078541338226
potassium phosphates ivpb,6739.0,17.416586979557025,,,,19049024,2864.0,7.401855632801799
diphenhydramine hcl,6720.0,17.367482490372932,,,,1129625,6577.0,16.997906598092676
bacitracin,6718.0,17.36231359677461,,,,915175,6700.0,17.315793554389682
calcium carbonate,6528.0,11.891331669715356,3145.0,3.148148148148148,19035704.0,19035704,733.0,1.8943995037862145
labetalol,6491.0,15.51047098063354,799.0,0.7997997997997999,1386957.0,1386957,51.0,0.1318067867572946
norepinephrine,6405.0,10.669297162668057,3716.0,3.71971971971972,1321341.0,1321341,2055.0,5.311038172279224
aspirin,6257.0,14.258081098181375,1208.0,1.209209209209209,1112807.0,1112807,3096.0,8.00144729020753
simethicone,6076.0,10.336800941742403,3389.0,3.3923923923923924,966991.0,966991,2685.0,6.939239655751686
ketamine,5841.0,15.01183112660641,53.0,0.05305305305305305,785649.0,785649,154.0,0.3980048070710464
metoprolol,5788.0,14.56608351560927,248.0,0.24824824824824826,1307046.0,1307046,43.0,0.1111312123639934
albuterol,5713.0,14.764944563616158,,,,1154343,3459.0,8.939601478303569
heparin,5712.0,14.762360116816994,,,,1367571,5470.0,14.136923991419636
benzydamine,5599.0,5.604604604604605,5599.0,5.604604604604605,19019620.0,,,
nefopam,5567.0,5.5725725725725725,5567.0,5.5725725725725725,19015602.0,,,
hydralazine,5550.0,14.044408479500097,189.0,0.1891891891891892,1373928.0,1373928,50.0,0.1292223399581319
esomeprazole,5528.0,5.544617654120664,5521.0,5.526526526526526,904453.0,,,
hydrocortisone,5510.0,8.113950070298763,3869.0,3.8728728728728727,975125.0,975125,395.0,1.0208564856692426
aceclofenac,5486.0,5.491491491491492,5486.0,5.491491491491492,19029393.0,,,
lansoprazole,5243.0,6.375661656539335,4531.0,4.535535535535535,929887.0,929887,712.0,1.8401261210037996
clindamycin,5176.0,9.69400170594185,2326.0,2.3283283283283285,997881.0,997881,1.0,0.0025844467991626
rifaximin,4864.0,5.04304790666665,4754.0,4.758758758758759,1735947.0,1735947,110.0,0.2842891479078903
lorazepam,4814.0,9.439313657854479,1896.0,1.8978978978978978,791967.0,791967,2915.0,7.533662419559094
nitroglycerin,4794.0,7.870683647232378,2854.0,2.856856856856857,1361711.0,1361711,1935.0,5.000904556379707
granisetron,4745.0,4.760833870336881,4738.0,4.742742742742743,1000772.0,,,
chlorpheniramine,4683.0,4.68927113348585,4682.0,4.686686686686687,1192710.0,,,
calcium chloride,4679.0,11.722100256512165,234.0,0.23423423423423423,19036781.0,19036781,4106.0,10.611738557361797
levetiracetam,4522.0,7.406814433382546,2703.0,2.7057057057057055,711584.0,711584,863.0,2.2303775876773577
cefoxitin,4522.0,7.234218841382928,2812.0,2.814814814814815,1775741.0,1775741,1.0,0.0025844467991626
cefepime,4446.0,10.52929886959298,607.0,0.6076076076076076,1748975.0,,,
perflutren lipid microsphere,4389.0,11.343137001524823,,,,19071160,4389.0,11.343137001524823
bromhexine,4387.0,4.391391391391392,4387.0,4.391391391391392,19030493.0,,,
carvedilol,4373.0,7.808704421993649,2206.0,2.2082082082082084,1346823.0,1346823,2152.0,5.561729511798
ciprofloxacin,4305.0,7.357442470770462,2380.0,2.3823823823823824,1797513.0,1797513,3.0,0.0077533403974879
insulin glargine,4272.0,8.868269090945027,1372.0,1.3733733733733733,1502905.0,1502905,2900.0,7.494895717571653
nalbuphine,4267.0,4.271271271271272,4267.0,4.271271271271272,1114122.0,,,
thrombin,4138.0,10.553514178898613,89.0,0.0890890890890891,1300673.0,1300673,4049.0,10.464425089809524
zolpidem,4124.0,6.7835667316451955,2447.0,2.4494494494494496,744740.0,,,
celecoxib,4104.0,5.765975858783344,3057.0,3.06006006006006,1118084.0,1118084,1047.0,2.705915798723284
esmolol,4058.0,9.798886188801678,435.0,0.43543543543543545,19063575.0,19063575,147.0,0.3799136794769079
metformin,3993.0,4.755467534316422,3514.0,3.5175175175175175,1503297.0,1503297,1.0,0.0025844467991626
promethazine ivpb,3982.0,10.291267154265629,,,,1153013,3452.0,8.92151035070943
menthol,3884.0,10.03799136794769,,,,901656,3884.0,10.03799136794769
piperacillin,3841.0,9.880940227437009,29.0,0.02902902902902903,1746114.0,1746114,3790.0,9.795053368826402
sodium phosphates,3823.0,9.88034011319877,,,,19136048,3537.0,9.141188328638256
tazobactam ivpb,3817.0,9.864833432403792,,,,1741122,3791.0,9.797637815625563
chlorhexidine gluconate,3810.0,9.846742304809656,,,,1790812,3810.0,9.846742304809656
rosuvastatin,3806.0,5.209575895384698,2922.0,2.924924924924925,1510813.0,,,
sodium bicarbonate,3729.0,6.500595987919276,1981.0,1.982982982982983,939506.0,939506,1710.0,4.419404026568113
quetiapine,3643.0,5.9378927165865365,2196.0,2.1981981981981984,766814.0,,,
mupirocin,3583.0,4.98160233476699,2702.0,2.704704704704705,951511.0,951511,880.0,2.2743131832631223
clopidogrel,3582.0,5.1056935518207585,2622.0,2.6246246246246248,1322184.0,,,
spironolactone,3579.0,5.002933463533572,2682.0,2.684684684684685,970250.0,970250,897.0,2.3182487788488872
mannitol,3523.0,5.917529681750601,2013.0,2.015015015015015,994058.0,994058,1510.0,3.9025146667355854
citrate of magnesia,3521.0,9.099837179851653,,,,19011034,3521.0,9.099837179851653
scopolamine,3515.0,9.084330499056676,,,,965748,3515.0,9.084330499056676
benazepril hcl,3512.0,9.076577158659191,,,,1335471,3499.0,9.042979350270077
dexmedetomidine,3387.0,6.726710687116962,1280.0,1.2812812812812813,19061088.0,19061088,1364.0,3.52518543405784
hyaluronate,3347.0,3.3503503503503507,3347.0,3.3503503503503507,787787.0,,,
diltiazem,3344.0,4.452592514464171,2646.0,2.6486486486486487,1328165.0,1328165,74.0,0.1912490631380353
theobromine,3334.0,3.3373373373373374,3334.0,3.3373373373373374,19137056.0,,,
beta carotene po tabs,3320.0,8.580363373219962,,,,19037223,3320.0,8.580363373219962
polaprezinc,3291.0,3.294294294294294,3291.0,3.294294294294294,1361281.0,,,
flumazenil,3280.0,3.897660252969999,2892.0,2.894894894894895,19055153.0,19055153,388.0,1.002765358075104
cefotaxime,3246.0,3.2650837072308656,3236.0,3.2392392392392395,1774470.0,,,
hydrochlorothiazide,3094.0,5.396260396027797,1642.0,1.6436436436436437,974166.0,974166,1452.0,3.752616752384153
atropine,3079.0,4.060651585345974,2461.0,2.4634634634634636,914335.0,914335,129.0,0.3333936370919804
levofloxacin,3023.0,4.986331924150134,1785.0,1.7867867867867866,1742253.0,1742253,336.0,0.8683741245186468
methylene blue,3014.0,7.781605423685386,5.0,0.005005005005005005,905518.0,905518,2544.0,6.574832657069754
meloxicam,2993.0,5.920620385200542,1146.0,1.1471471471471473,1150345.0,1150345,1847.0,4.773473238053395
potassium acetate ivpb,2858.0,7.3863489520068235,,,,19076414,2853.0,7.37342671801101
levothyroxine sodium,2845.0,7.352751143617708,,,,1501700,2656.0,6.86429069857597
calcium gluconate,2840.0,7.339828909621895,,,,19037038,2742.0,7.086553123303957
meperidine hcl,2665.0,6.887550719768434,,,,1102527,2589.0,6.691132763032074
losartan potassium,2636.0,6.812601762592717,,,,1367500,2636.0,6.812601762592717
ampicillin,2597.0,6.319113779481287,248.0,0.24824824824824826,1717327.0,1717327,1934.0,4.998320109580544
carbachol,2573.0,2.5755755755755754,2573.0,2.5755755755755754,940183.0,,,
melatonin,2562.0,6.201739562941849,265.0,0.2652652652652653,1301152.0,1301152,2297.0,5.936474297676583
indocyanine green,2539.0,4.302333269097283,1427.0,1.4284284284284285,19078612.0,19078612,1112.0,2.8739048406688545
dobutamine,2479.0,3.9002489166343093,1583.0,1.5845845845845845,1337720.0,1337720,545.0,1.4085235055436385
ferrous sulfate,2476.0,6.391173045735886,5.0,0.005005005005005005,1396131.0,1396131,2471.0,6.386168040730881
dalteparin,2475.0,2.4774774774774775,2475.0,2.4774774774774775,1301065.0,,,
amiodarone,2467.0,4.130504111741027,1418.0,1.4194194194194194,1309944.0,1309944,531.0,1.3723412503553614
iopamidol,2465.0,6.370661359935906,,,,19081224,2465.0,6.370661359935906
omeprazole,2376.0,2.397379727956318,2364.0,2.3663663663663663,923645.0,923645,11.0,0.028428914790789
sucralfate,2363.0,3.1475875896572143,1869.0,1.8708708708708708,1036228.0,1036228,493.0,1.274132271987181
hydroxyzine,2352.0,5.093715585173989,622.0,0.6226226226226227,777221.0,,,
magnesium hydroxide,2342.0,6.052774403638901,,,,992956,2342.0,6.052774403638901
megestrol,2327.0,2.495591138136301,2222.0,2.224224224224224,1300978.0,,,
gadoteridol,2318.0,5.990747680458998,,,,19097463,2318.0,5.990747680458998
methylprednisolone,2303.0,5.638458710435554,198.0,0.1981981981981982,1506270.0,1506270,55.0,0.1421445739539451
pregabalin,2216.0,3.0083576715008755,1717.0,1.7187187187187185,734354.0,734354,499.0,1.289638952782157
bisoprolol,2192.0,2.221112772762942,2175.0,2.177177177177177,1338005.0,1338005,8.0,0.0206755743933011
piroxicam,2172.0,2.1741741741741745,2172.0,2.1741741741741745,1146810.0,,,
warfarin,2154.0,2.7990351502097814,1748.0,1.7497497497497498,1310149.0,1310149,2.0,0.0051688935983252
naloxegol oxalate,2144.0,5.5410539374046985,,,,45774613,2144.0,5.5410539374046985
hyaluronidase,2115.0,2.125034346107925,2110.0,2.112112112112112,19073699.0,,,
apixaban,2092.0,4.388507055630308,643.0,0.6436436436436437,43013024.0,43013024,1449.0,3.744863411986664
diazepam,2072.0,4.237061034362872,706.0,0.7067067067067067,723013.0,723013,1366.0,3.5303543276561653
silymarin,2028.0,2.03003003003003,2028.0,2.03003003003003,19066992.0,,,
glimepiride,2013.0,2.015015015015015,2013.0,2.015015015015015,1597756.0,,,
folic acid,2003.0,4.014397722872124,734.0,0.7347347347347347,19111620.0,19111620,1261.0,3.258987413744088
bethanechol,1976.0,2.1679914737573744,1856.0,1.857857857857858,937439.0,937439,2.0,0.0051688935983252
ketoprofen,1966.0,1.9679679679679678,1966.0,1.9679679679679678,1185922.0,,,
iron sucrose,1961.0,2.870277405309582,1388.0,1.3893893893893894,1395773.0,1395773,39.0,0.1007934251673429
tacrolimus,1960.0,2.9531990316111476,1334.0,1.3353353353353354,950637.0,950637,625.0,1.6152792494766497
sulbactam ivpb,1946.0,5.029333471170496,,,,1836241,1924.0,4.972475641588918
vecuronium,1938.0,4.183682635934981,521.0,0.5215215215215215,19012598.0,19012598,45.0,0.1163001059623187
fluconazole,1919.0,3.574038334201672,875.0,0.8758758758758759,1754994.0,1754994,409.0,1.0570387408575197
isopropyl alcohol,1888.0,4.879435556819063,,,,19028106,1888.0,4.879435556819063
valsartan,1877.0,2.7988608876107905,1296.0,1.2972972972972971,1308842.0,1308842,581.0,1.5015635903134934
meropenem,1873.0,2.6048433878273896,1412.0,1.4134134134134133,1709170.0,1709170,5.0,0.0129222339958131
nifedipine,1871.0,3.014537293347414,1150.0,1.1511511511511512,1318853.0,1318853,715.0,1.8478794614012872
haloperidol,1866.0,2.654840429554202,1369.0,1.3703703703703705,766529.0,766529,47.0,0.121468999560644
mineral oil light oil,1848.0,4.7760576848525575,,,,908523,1381.0,3.569121029643605
sufentanil,1809.0,2.0435773431405715,1662.0,1.6636636636636635,19078219.0,,,
alfacalcidol,1798.0,1.7997997997997999,1798.0,1.7997997997997999,19014202.0,,,
levocetirizine,1779.0,1.780780780780781,1779.0,1.780780780780781,1136422.0,,,
etomidate,1773.0,4.085022194292605,314.0,0.31431431431431434,19050488.0,19050488,1459.0,3.7707078799782905
loperamide,1765.0,2.7500866074251444,1144.0,1.1451451451451453,991876.0,,,
alprostadil,1741.0,1.7443261885409045,1740.0,1.7417417417417418,1381504.0,1381504,1.0,0.0025844467991626
neomycin,1732.0,4.476261856149691,,,,915981,1601.0,4.137699325459385
nystatin,1697.0,2.4745871397979013,1207.0,1.2082082082082082,922570.0,922570,490.0,1.2663789315896932
sodium phosphate ivpb,1681.0,4.344455069392397,,,,939871,1680.0,4.341870622593234
octreotide,1639.0,2.321522333850145,1209.0,1.2102102102102104,1522957.0,,,
calcium polycarbophil,1624.0,1.6256256256256256,1624.0,1.6256256256256256,940426.0,,,
nizatidine,1604.0,1.6056056056056054,1604.0,1.6056056056056054,950696.0,,,
alteplase,1603.0,4.142868219057711,,,,1347450,1534.0,3.964541389915489
diclofenac,1575.0,2.1640349676945445,1204.0,1.2052052052052054,1124300.0,,,
escitalopram,1528.0,2.764617252095607,748.0,0.7487487487487487,715939.0,,,
digoxin,1505.0,2.021126390909039,1180.0,1.1811811811811812,1326303.0,1326303,325.0,0.8399452097278578
tobramycin,1490.0,2.7392467804428624,702.0,0.7027027027027027,902722.0,902722,102.0,0.2636135735145892
ertapenem,1473.0,3.0927560801956684,451.0,0.45145145145145144,1717963.0,,,
alprazolam,1457.0,2.532034709612049,779.0,0.7797797797797797,781039.0,781039,678.0,1.7522549298322694
trazodone,1387.0,3.011420331504068,362.0,0.36236236236236236,703547.0,703547,1.0,0.0025844467991626
azithromycin,1384.0,3.3472747293076552,145.0,0.14514514514514515,1734104.0,1734104,683.0,1.7651771638280829
zinc oxide,1373.0,2.7535556645731614,502.0,0.5025025025025025,911064.0,911064,871.0,2.251053162070659
iodixanol,1360.0,3.514847646861189,,,,19003201,1360.0,3.514847646861189
clonazepam,1356.0,1.9527329774661335,980.0,0.9809809809809811,798874.0,798874,376.0,0.9717519964851524
oxytocin,1351.0,2.4560140736710143,654.0,0.6546546546546547,1326115.0,1326115,548.0,1.4162768459411263
papaverine,1333.0,2.437996055652996,636.0,0.6366366366366366,1326901.0,1326901,4.0,0.0103377871966505
duloxetine,1330.0,2.7390146458970275,441.0,0.44144144144144143,715259.0,,,
atenolol,1314.0,2.2384642156435506,731.0,0.7317317317317318,1314002.0,1314002,583.0,1.5067324839118186
ceftizoxime,1292.0,1.2932932932932935,1292.0,1.2932932932932935,1777254.0,,,
cefuroxime,1272.0,1.4601198774563464,1154.0,1.155155155155155,1778162.0,,,
naproxen,1271.0,1.4860374550240933,1136.0,1.137137137137137,1115008.0,1115008,135.0,0.3489003178869563
misoprostol,1270.0,2.0186576880035645,798.0,0.7987987987987989,1150871.0,1150871,472.0,1.2198588892047657
propranolol,1242.0,2.1046377574431747,698.0,0.6986986986986987,1353766.0,,,
finasteride,1220.0,2.419889690429581,463.0,0.4634634634634634,996416.0,996416,757.0,1.9564262269661177
olanzapine,1215.0,2.017439790086005,709.0,0.7097097097097097,785788.0,785788,290.0,0.7494895717571654
prednisone,1211.0,3.129765073785956,,,,1551099,1211.0,3.129765073785956
"albumin human, usp 200 mg/ml injection",1210.0,1.2112112112112112,1210.0,1.2112112112112112,35605716.0,,,
zinc sulfate,1206.0,3.112092502395658,3.0,0.003003003003003003,19044522.0,19044522,1200.0,3.101336158995167
isosorbide dinitrate,1185.0,1.3777831277637445,1064.0,1.065065065065065,1383925.0,1383925,121.0,0.3127180626986793
clonidine,1173.0,3.029972649619614,1.0,0.001001001001001001,1398937.0,1398937,59.0,0.1524823611505957
acetazolamide,1170.0,1.9660609618483136,668.0,0.6686686686686687,929435.0,929435,167.0,0.4316026154601607
cisatracurium,1169.0,2.894542644368194,80.0,0.08008008008008008,19015726.0,19015726,123.0,0.3178869562970046
naloxone,1166.0,2.9137078825394536,63.0,0.06306306306306306,1114220.0,1114220,63.0,0.1628201483472462
sitagliptin,1151.0,1.3421656479315487,1031.0,1.032032032032032,1580747.0,1580747,6.0,0.0155066807949758
mycophenolate mofetil,1146.0,1.3577454383026448,1013.0,1.014014014014014,19003999.0,19003999,133.0,0.343731424288631
allopurinol,1113.0,2.0578478098184503,517.0,0.5175175175175175,1167322.0,1167322,596.0,1.540330292300933
cephradine,1112.0,1.1131131131131131,1112.0,1.1131131131131131,1786842.0,,,
montelukast,1098.0,1.8259007204552913,639.0,0.6396396396396397,1154161.0,,,
trimethoprim,1094.0,2.8273847982839273,,,,1705674,1090.0,2.817047011087277
sulfamethoxazole,1082.0,2.796371436693976,,,,1836430,1082.0,2.796371436693976
basiliximab,1069.0,1.127074118803889,1033.0,1.0340340340340342,19038440.0,,,
fluticasone,1051.0,2.7162535859199335,,,,1149380,589.0,1.5222391647067943
dopamine,1027.0,1.360551645641972,817.0,0.8178178178178178,1337860.0,1337860,121.0,0.3127180626986793
baclofen,1027.0,2.008180977090082,408.0,0.4084084084084084,715233.0,715233,619.0,1.5997725686816735
acyclovir,1026.0,1.6160688639431564,654.0,0.6546546546546547,1703687.0,1703687,278.0,0.7184762101672136
linagliptin,1014.0,1.0197653524094998,1011.0,1.012012012012012,40239216.0,40239216,3.0,0.0077533403974879
valproate,1012.0,1.152356243251237,924.0,0.924924924924925,745466.0,,,
ceftazidime,1009.0,1.3615349772018936,787.0,0.7877877877877878,1776684.0,1776684,33.0,0.0852867443723671
telmisartan,1008.0,1.0232600211924636,999.0,1.0,1317640.0,1317640,9.0,0.0232600211924637
molsidomine,1005.0,1.006006006006006,1005.0,1.006006006006006,19009819.0,,,
amoxicillin,1005.0,2.454858911323905,90.0,0.09009009009009009,1713332.0,1713332,915.0,2.364768821233815
cefpodoxime,964.0,0.964964964964965,964.0,0.964964964964965,1749008.0,,,
oxybutynin,955.0,2.4143095360628246,34.0,0.03403403403403404,918906.0,918906,1.0,0.0025844467991626
prednicarbate,936.0,0.9369369369369369,936.0,0.9369369369369369,928110.0,,,
magnesium chloride,934.0,2.413873310417905,,,,19092849,934.0,2.413873310417905
ezetimibe,929.0,1.3337086084611478,674.0,0.6746746746746747,1526475.0,1526475,255.0,0.659033933786473
triamcinolone,923.0,1.7964025587109866,372.0,0.37237237237237236,903963.0,903963,3.0,0.0077533403974879
thiamine,902.0,1.6566231028278424,426.0,0.4264264264264264,19137312.0,,,
rivaroxaban,897.0,1.4394363608691783,555.0,0.5555555555555556,40241331.0,40241331,342.0,0.8838808053136227
codeine,858.0,1.050455800436417,737.0,0.7377377377377378,1201620.0,1201620,105.0,0.2713669139120771
olmesartan,854.0,0.910275457790512,819.0,0.8198198198198198,40226742.0,40226742,20.0,0.0516889359832527
risperidone,852.0,1.1426234339164325,669.0,0.6696696696696697,735979.0,735979,153.0,0.3954203602718838
rabeprazole,849.0,0.8546001872443347,846.0,0.8468468468468469,911735.0,,,
psyllium,830.0,1.6890584534344388,288.0,0.2882882882882883,957797.0,957797,542.0,1.4007701651461506
calcitriol,823.0,1.504705517033328,393.0,0.3933933933933934,19035631.0,19035631,430.0,1.1113121236399348
prasugrel,819.0,0.8214032656179814,818.0,0.8188188188188188,40163718.0,,,
ferric carboxymaltose,816.0,0.81998370841314,814.0,0.8148148148148148,43560392.0,,,
prednisolone,813.0,1.7987171002703526,191.0,0.19119119119119118,1550557.0,1550557,9.0,0.0232600211924637
midodrine,812.0,1.4936945060223172,382.0,0.38238238238238237,1308368.0,,,
sertraline,797.0,1.877707832144035,115.0,0.1151151151151151,739138.0,,,
buprenorphine,790.0,0.920633346240045,708.0,0.7087087087087087,1133201.0,1133201,2.0,0.0051688935983252
carboxymethylcellulose sodium,785.0,2.0287907373426717,,,,949279,449.0,1.160416612824025
nicorandil,764.0,0.7647647647647647,764.0,0.7647647647647647,19014977.0,,,
cyclobenzaprine,762.0,1.9677650151637696,1.0,0.001001001001001001,778711.0,,,
prochlorperazine edisylate,762.0,1.969348460961931,,,,752061,647.0,1.6721370790582275
latanoprost,750.0,1.6501479641065613,182.0,0.18218218218218218,954688.0,954688,568.0,1.4679657819243792
entecavir,749.0,0.8115041358780536,710.0,0.7107107107107107,1711246.0,1711246,39.0,0.1007934251673429
calcium acetate,737.0,1.5215434078277488,242.0,0.24224224224224225,951469.0,951469,495.0,1.2793011655855064
desmopressin,732.0,1.8743971532072738,11.0,0.011011011011011011,1517070.0,,,
fluorescein,730.0,1.885062717590565,1.0,0.001001001001001001,996625.0,996625,3.0,0.0077533403974879
terazosin,728.0,1.3510229274062526,335.0,0.3353353353353353,1341238.0,,,
cephalexin,723.0,1.868555035794588,,,,1786621,723.0,1.868555035794588
opium,720.0,1.8608016953971,,,,923829,720.0,1.8608016953971
phenol,720.0,1.8608016953971,,,,923540,720.0,1.8608016953971
lactulose enema re soln,709.0,1.8323727806063117,,,,1234835,709.0,1.8323727806063117
mirtazapine,705.0,1.435674218658221,244.0,0.24424424424424424,725131.0,725131,461.0,1.1914299744139767
nortriptyline,704.0,1.0277276475296788,500.0,0.5005005005005005,721724.0,,,
pravastatin,694.0,1.3534081467299361,278.0,0.2782782782782783,1551860.0,,,
cefixime,692.0,0.6926926926926926,692.0,0.6926926926926926,1796435.0,,,
erythromycin,684.0,1.655336958957769,71.0,0.07107107107107107,1746940.0,1746940,508.0,1.3128989739746209
